ID,TRIP_ID,SET_NUM,VESSEL_ID,DECLARED_TRIP,SET_BEGIN_DATETIME,SET_BEGIN_TIME,SET_END_DATETIME,SET_BEGIN_LAT,SET_BEGIN_LON,SET_END_LAT,SET_END_LON,HAUL_BEGIN_DATETIME,HAUL_END_DATETIME,HAUL_BEGIN_DATE,HAUL_BEGIN_TIME,HAUL_BEGIN_LAT,HAUL_BEGIN_LON,HAUL_END_LAT,HAUL_END_LON,SOAK,NUM_FLTS,NUM_HKS_SET,HKS_PER_FLT,FLTLN_LEN,BRNCHLN_LEN,LDR_LEN,MIN_LEN,BLUEDYE_YN,BLUEDYE,BAIT_CODE_VAL,NUM_LITE_DEVICES,NUM_CAUGHT,KEPT,FISH,SHARKS,ODONT,TURTLES,SWO,BET,TUNA,MAHI,CPUE,MM_YN,MM_sum,DPUE,DP,FKW,FKW_sum,SFPW,SFPW_sum,RISS,RISS_sum,MONTH,YEAR,postTRT,SET_LAG
11,AEH460925,11,FV335081,NA,9/23/2003 7:30,7:30:00,9/23/2003 12:33,17.48,-157.1,17.65,-156.65,9/23/2003 18:26,9/24/2003 4:17,9/23/2003,18:26:00,17.65,-156.7,17.47,-157.25,944,80,630,31,22,12,NA,NA,N,0,Sardine,NA,81,43,61,19,0,0,1,8,25,5,96.82539683,0,0,0,0,0,0,0,0,0,0,9,2003,0,1435
12,AEP864173,1,FV276619,NA,10/24/2003 8:50,8:50:00,10/24/2003 12:25,21.98,-155.26,22.02,-154.73,10/24/2003 16:23,10/25/2003 0:33,10/24/2003,16:23:00,22.05,-154.74,21.97,-155.17,728,91,445,25,22,15,1,38,N,0,Saury (sanma),NA,69,14,60,9,0,0,1,1,2,2,134.8314607,0,0,0,0,0,0,0,0,0,0,10,2003,0,NA
13,AEP864173,2,FV276619,NA,10/25/2003 7:40,7:40:00,10/25/2003 12:25,21.99,-154.61,21.98,-154.06,10/25/2003 16:35,10/26/2003 1:06,10/25/2003,16:35:00,22,-154.06,22.07,-154.6,761,91,413,25,22,15,1,38,N,0,Saury (sanma),NA,78,31,69,7,0,0,2,25,27,2,167.0702179,0,0,0,0,0,0,0,0,0,0,10,2003,0,1370
14,AEP864173,3,FV276619,NA,10/26/2003 7:40,7:40:00,10/26/2003 12:00,21.97,-154.7,22.02,-154.6,10/26/2003 16:31,10/27/2003 1:00,10/26/2003,16:31:00,22.04,-154.6,22.02,-154.66,780,89,388,25,22,15,1,38,N,0,Saury (sanma),NA,52,18,38,13,0,0,2,10,10,1,97.93814433,0,0,0,0,0,0,0,0,0,0,10,2003,0,1440
15,AEP864173,4,FV276619,NA,10/27/2003 7:55,7:55:00,10/27/2003 12:20,21.93,-154.77,21.94,-155.27,10/27/2003 16:25,10/28/2003 0:55,10/27/2003,16:25:00,21.95,-155.23,21.94,-154.72,755,85,303,25,22,15,1,38,N,0,Saury (sanma),NA,54,17,46,7,0,0,3,8,9,1,151.8151815,0,0,0,0,0,0,0,0,0,0,10,2003,0,1455
16,AEP864173,5,FV276619,NA,10/28/2003 7:45,7:45:00,10/28/2003 12:15,21.92,-154.75,21.82,-154.26,10/28/2003 16:25,10/28/2003 23:30,10/28/2003,16:25:00,21.85,-154.24,21.94,-154.69,675,94,505,25,22,15,1,38,N,0,Saury (sanma),NA,60,26,49,11,0,0,1,9,10,5,97.02970297,0,0,0,0,0,0,0,0,0,0,10,2003,0,1430
17,AEP864173,6,FV276619,NA,10/29/2003 7:40,7:40:00,10/29/2003 11:55,21.98,-155.23,21.91,-155.74,10/29/2003 16:25,10/30/2003 1:40,10/29/2003,16:25:00,21.93,-155.71,22.02,-155.23,825,95,522,25,22,15,1,38,N,0,Saury (sanma),NA,68,27,59,9,0,0,2,23,23,1,113.0268199,0,0,0,0,0,0,0,0,0,0,10,2003,0,1435
18,AEP864173,7,FV276619,NA,10/30/2003 7:40,7:40:00,10/30/2003 12:25,21.93,-155.63,21.93,-155.1,10/30/2003 16:25,10/31/2003 0:18,10/30/2003,16:25:00,21.96,-155.09,21.94,-155.58,713,92,461,25,22,15,1,38,N,0,Saury (sanma),NA,85,18,70,13,0,0,0,11,12,2,151.8438178,0,0,0,0,0,0,0,0,0,0,10,2003,0,1440
19,AEP864173,8,FV276619,NA,10/31/2003 7:45,7:45:00,10/31/2003 12:15,21.86,-155.65,21.78,-155.15,10/31/2003 16:15,10/31/2003 23:30,10/31/2003,16:15:00,21.8,-155.14,21.88,-155.62,675,93,479,25,22,15,1,38,N,0,Saury (sanma),NA,52,23,48,4,0,0,0,13,15,1,100.2087683,0,0,0,0,0,0,0,0,0,0,10,2003,0,1445
20,AEP864173,9,FV276619,NA,11/1/2003 7:40,7:40:00,11/1/2003 12:00,21.95,-154.78,21.96,-154.29,11/1/2003 16:20,11/2/2003 0:50,11/1/2003,16:20:00,21.96,-154.27,22.02,-154.68,770,84,334,25,22,15,1,38,N,0,Saury (sanma),NA,65,27,54,10,0,0,2,10,10,3,161.6766467,0,0,0,0,0,0,0,0,0,0,11,2003,0,1435
21,AEP864173,10,FV276619,NA,11/2/2003 7:45,7:45:00,11/2/2003 12:30,21.75,-155.06,21.73,-155.58,11/2/2003 16:20,11/2/2003 23:59,11/2/2003,16:20:00,21.73,-155.56,21.84,-154.89,689,91,459,25,22,15,1,38,N,0,Saury (sanma),NA,47,9,35,10,0,0,3,4,4,2,76.25272331,0,0,0,0,0,0,0,0,0,0,11,2003,0,1445
22,AEP864173,11,FV276619,NA,11/3/2003 8:30,8:30:00,11/3/2003 12:45,21.92,-155.89,22.02,-156.42,11/3/2003 16:20,11/3/2003 23:15,11/3/2003,16:20:00,22.04,-156.41,21.94,-155.89,630,91,448,25,22,15,1,38,N,0,Saury (sanma),NA,28,8,24,2,1,0,0,2,2,0,53.57142857,1,1,2.232142857,0.125,1,1,0,0,0,0,11,2003,0,1485
23,AHL261005,1,FV809941,NA,10/3/2003 7:30,7:30:00,10/3/2003 11:50,23.05,-154.21,23.47,-154.49,10/3/2003 17:35,10/4/2003 0:35,10/3/2003,17:35:00,23.51,-154.51,23.08,-154.3,765,74,177,25,22,10,0,32,Y,1,Saury (sanma),NA,51,6,43,7,0,0,2,2,2,1,242.9378531,0,0,0,0,0,0,0,0,0,0,10,2003,0,NA
24,AHL261005,2,FV809941,NA,10/4/2003 7:55,7:55:00,10/4/2003 12:35,22.5,-155.08,22.91,-155.53,10/4/2003 17:35,10/5/2003 1:55,10/4/2003,17:35:00,22.93,-155.52,22.56,-155.08,800,86,411,25,22,10,0,32,Y,1,Saury (sanma),NA,87,13,77,8,0,0,3,2,3,2,187.3479319,0,0,0,0,0,0,0,0,0,0,10,2003,0,1465
25,AHL261005,3,FV809941,NA,10/7/2003 8:05,8:05:00,10/7/2003 12:50,15.89,-154.53,16,-155.16,10/7/2003 17:50,10/8/2003 2:50,10/7/2003,17:50:00,16,-155.21,15.87,-154.67,840,90,448,25,22,10,0,32,Y,1,Saury (sanma),NA,97,20,55,42,0,0,5,2,2,0,122.7678571,0,0,0,0,0,0,0,0,0,0,10,2003,0,4330
26,AHL261005,4,FV809941,NA,10/8/2003 8:45,8:45:00,10/8/2003 13:20,16.31,-155.34,16.38,-155.96,10/8/2003 17:55,10/9/2003 2:55,10/8/2003,17:55:00,16.38,-155.99,16.27,-155.54,815,86,398,25,22,10,0,32,Y,1,Saury (sanma),NA,73,12,45,27,0,0,1,1,2,3,113.0653266,0,0,0,0,0,0,0,0,0,0,10,2003,0,1480
27,AHL261005,5,FV809941,NA,10/9/2003 9:00,9:00:00,10/9/2003 13:20,16.59,-156.24,16.66,-156.79,10/9/2003 17:35,10/10/2003 2:25,10/9/2003,17:35:00,16.68,-156.81,16.65,-156.31,785,80,298,25,22,10,0,32,Y,1,Saury (sanma),NA,41,17,30,11,0,0,0,3,3,1,100.6711409,0,0,0,0,0,0,0,0,0,0,10,2003,0,1455
28,AHL261005,6,FV809941,NA,10/10/2003 9:00,9:00:00,10/10/2003 13:50,16.84,-157.22,16.9,-157.84,10/10/2003 17:35,10/11/2003 3:00,10/10/2003,17:35:00,16.92,-157.86,16.89,-157.34,790,84,435,25,22,10,0,32,Y,1,Saury (sanma),NA,73,22,55,16,0,0,0,5,7,6,126.4367816,0,0,0,0,0,0,0,0,0,0,10,2003,0,1440
29,AHL261005,7,FV809941,NA,10/11/2003 8:10,8:10:00,10/11/2003 12:45,16.89,-157.44,16.97,-158,10/11/2003 17:25,10/12/2003 2:45,10/11/2003,17:25:00,16.98,-158.04,16.92,-157.54,840,86,422,25,22,10,0,32,Y,1,Saury (sanma),NA,57,19,41,15,0,0,2,7,7,4,97.1563981,0,0,0,0,0,0,0,0,0,0,10,2003,0,1390
30,AHL261005,8,FV809941,NA,10/12/2003 8:00,8:00:00,10/12/2003 12:30,16.58,-157.63,16.16,-157.94,10/12/2003 17:25,10/13/2003 2:10,10/12/2003,17:25:00,16.18,-157.98,16.56,-157.73,820,84,365,25,22,10,0,32,Y,1,Saury (sanma),NA,50,18,39,10,0,0,2,13,14,1,106.8493151,0,0,0,0,0,0,0,0,0,0,10,2003,0,1430
31,AHL261005,9,FV809941,NA,10/13/2003 9:00,9:00:00,10/13/2003 13:30,16.45,-157.55,15.93,-157.77,10/13/2003 17:30,10/14/2003 2:55,10/13/2003,17:30:00,15.95,-157.8,16.5,-157.62,805,85,427,25,22,10,0,32,Y,1,Saury (sanma),NA,37,11,27,9,0,0,2,5,5,2,63.23185012,0,0,0,0,0,0,0,0,0,0,10,2003,0,1500
32,AHL261005,10,FV809941,NA,10/14/2003 8:40,8:40:00,10/14/2003 13:05,16.57,-158.44,16.24,-158.89,10/14/2003 17:40,10/15/2003 2:25,10/14/2003,17:40:00,16.3,-158.93,16.7,-158.62,800,82,345,25,22,10,0,32,Y,1,Saury (sanma),NA,89,16,53,36,0,0,2,6,10,1,153.6231884,0,0,0,0,0,0,0,0,0,0,10,2003,0,1420
33,AHL261005,11,FV809941,NA,10/15/2003 7:40,7:40:00,10/15/2003 11:55,16.74,-158.6,16.39,-158.98,10/15/2003 16:30,10/16/2003 1:05,10/15/2003,16:30:00,16.45,-159.02,16.86,-158.76,790,81,319,25,22,10,0,32,Y,1,Saury (sanma),NA,66,25,54,12,0,0,1,9,16,3,169.2789969,0,0,0,0,0,0,0,0,0,0,10,2003,0,1380
34,AHL261005,12,FV809941,NA,10/16/2003 7:00,7:00:00,10/16/2003 12:00,16.95,-158.65,16.5,-158.92,10/16/2003 16:40,10/17/2003 1:10,10/16/2003,16:40:00,16.57,-158.98,17.05,-158.81,790,85,408,25,22,10,0,32,Y,1,Saury (sanma),NA,60,17,44,16,0,0,3,6,9,6,107.8431373,0,0,0,0,0,0,0,0,0,0,10,2003,0,1400
35,AHL261005,13,FV809941,NA,10/17/2003 8:10,8:10:00,10/17/2003 12:50,17.47,-158.09,17.02,-158.49,10/17/2003 17:30,10/18/2003 2:05,10/17/2003,17:30:00,17.02,-158.52,17.48,-158.22,795,85,508,25,22,10,0,32,Y,1,Saury (sanma),NA,58,17,49,8,0,0,1,1,2,6,96.45669291,0,0,0,0,0,0,0,0,0,0,10,2003,0,1510
36,AHL261005,14,FV809941,NA,10/18/2003 8:30,8:30:00,10/18/2003 13:05,18.26,-158.21,18.7,-158.15,10/18/2003 18:00,10/19/2003 3:00,10/18/2003,18:00:00,18.68,-158.19,18.27,-158.3,835,80,324,25,22,10,0,32,Y,1,Saury (sanma),NA,35,6,23,12,0,0,0,2,2,2,70.98765432,0,0,0,0,0,0,0,0,0,0,10,2003,0,1460
37,AIN155068,1,FV266227,NA,11/1/2003 7:31,7:31:00,11/1/2003 11:57,21.78,-152.8,21.94,-153.3,11/1/2003 17:24,11/2/2003 2:48,11/1/2003,17:24:00,21.91,-153.28,21.8,-152.85,891,89,709,28,25,12,1,38,N,0,Sardine,NA,56,21,47,9,0,0,0,11,12,8,66.29055007,0,0,0,0,0,0,0,0,0,0,11,2003,0,NA
38,AIN155068,2,FV266227,NA,11/2/2003 6:48,6:48:00,11/2/2003 11:00,21.6,-152.78,21.97,-153.02,11/2/2003 17:21,11/3/2003 3:38,11/2/2003,17:21:00,21.94,-153.02,21.63,-152.78,998,94,764,28,25,12,1,38,N,0,Sardine,NA,43,21,36,6,0,0,0,10,11,7,47.12041885,0,0,0,0,0,0,0,0,0,0,11,2003,0,1397
39,AIN155068,3,FV266227,NA,11/3/2003 6:24,6:24:00,11/3/2003 10:30,21.66,-152.82,22,-153.11,11/3/2003 18:11,11/4/2003 4:18,11/3/2003,18:11:00,21.99,-153.09,21.7,-152.8,1068,93,726,28,25,12,1,38,N,0,Sardine,NA,44,22,32,12,0,0,0,16,16,8,44.07713499,0,0,0,0,0,0,0,0,0,0,11,2003,0,1416
40,AIN155068,4,FV266227,NA,11/4/2003 7:17,7:17:00,11/4/2003 11:22,21.64,-152.88,22.03,-153,11/4/2003 17:24,11/5/2003 3:05,11/4/2003,17:24:00,22.04,-153.01,21.62,-152.86,943,90,676,28,25,12,1,38,N,0,Sardine,NA,35,21,28,5,0,0,0,9,11,7,41.42011834,0,0,0,0,0,0,0,0,0,0,11,2003,0,1493
41,AIN155068,5,FV266227,NA,11/5/2003 7:36,7:36:00,11/5/2003 11:33,21.48,-152.78,21.65,-153.18,11/5/2003 17:50,11/6/2003 4:21,11/5/2003,17:50:00,21.61,-153.16,21.51,-152.79,1008,90,644,28,25,12,1,38,N,0,Sardine,NA,46,16,35,10,0,0,1,5,5,7,54.34782609,0,0,0,0,0,0,0,0,0,0,11,2003,0,1459
42,AIN155068,6,FV266227,NA,11/6/2003 7:40,7:40:00,11/6/2003 11:43,21.82,-152.69,22.12,-153.04,11/6/2003 17:29,11/7/2003 2:48,11/6/2003,17:29:00,22.11,-153.04,21.86,-152.68,905,93,734,28,25,12,1,38,N,0,Sardine,NA,60,26,52,4,0,0,0,15,17,8,70.84468665,0,0,0,0,0,0,0,0,0,0,11,2003,0,1444
43,AIN155068,7,FV266227,NA,11/7/2003 6:50,6:50:00,11/7/2003 10:45,22,-152.73,22.38,-153.02,11/7/2003 17:52,11/8/2003 1:50,11/7/2003,17:52:00,22.42,-153.02,22.02,-152.76,905,89,704,28,25,12,1,38,N,0,Sardine,NA,55,19,42,10,0,0,2,6,9,6,59.65909091,0,0,0,0,0,0,0,0,0,0,11,2003,0,1390
44,AIN155068,8,FV266227,NA,11/8/2003 8:32,8:32:00,11/8/2003 12:27,21.88,-153.23,21.82,-153.7,11/8/2003 18:03,11/9/2003 3:59,11/8/2003,18:03:00,21.82,-153.69,21.86,-153.22,932,88,685,28,25,12,1,38,N,0,Sardine,NA,45,22,37,7,0,0,0,14,16,2,54.01459854,0,0,0,0,0,0,0,0,0,0,11,2003,0,1542
45,AIN155068,9,FV266227,NA,11/10/2003 7:08,7:08:00,11/10/2003 11:08,21.17,-154.95,21.59,-155.1,11/10/2003 17:28,11/11/2003 3:50,11/10/2003,17:28:00,21.65,-155.1,21.34,-155.05,1002,88,645,28,25,12,1,38,N,0,Sardine,NA,58,36,51,7,0,0,1,7,9,13,79.06976744,0,0,0,0,0,0,0,0,0,0,11,2003,0,2796
46,AIN155068,10,FV266227,NA,11/11/2003 9:14,9:14:00,11/11/2003 13:20,20.92,-154.97,20.93,-155.42,11/11/2003 18:29,11/12/2003 4:07,11/11/2003,18:29:00,20.93,-155.38,21.01,-154.94,887,88,613,28,25,12,1,38,N,0,Sardine,NA,27,11,23,4,0,0,1,6,7,0,37.52039152,0,0,0,0,0,0,0,0,0,0,11,2003,0,1566
47,AIN155068,11,FV266227,NA,11/12/2003 7:21,7:21:00,11/12/2003 11:15,21.03,-154.95,21.4,-155.09,11/12/2003 17:34,11/13/2003 2:13,11/12/2003,17:34:00,21.44,-155.1,21.12,-154.96,898,88,651,28,25,12,1,38,N,0,Sardine,NA,36,20,29,5,0,0,0,4,4,4,44.546851,0,0,0,0,0,0,0,0,0,0,11,2003,0,1327
48,AMT314596,1,FV538469,NA,11/10/2003 6:45,6:45:00,11/10/2003 12:00,20.7,-162.8,20.76,-163.45,11/10/2003 16:00,11/11/2003 3:25,11/10/2003,16:00:00,20.73,-163.47,20.51,-162.94,925,77,437,30,21,14,0,35,N,0,Mixed,NA,86,28,50,36,0,0,2,9,10,1,114.416476,0,0,0,0,0,0,0,0,0,0,11,2003,0,NA
49,AMT314596,2,FV538469,NA,11/11/2003 7:25,7:25:00,11/11/2003 12:00,20.87,-162.96,20.99,-163.5,11/11/2003 16:20,11/12/2003 3:20,11/11/2003,16:20:00,20.98,-163.51,20.69,-163.08,920,68,223,30,21,14,0,35,N,0,Mixed,NA,80,20,47,33,0,0,1,11,13,0,210.7623318,0,0,0,0,0,0,0,0,0,0,11,2003,0,1480
50,AMT314596,3,FV538469,NA,11/12/2003 7:40,7:40:00,11/12/2003 12:20,20.8,-163.6,20.85,-164.13,11/12/2003 16:10,11/13/2003 3:50,11/12/2003,16:10:00,20.85,-164.12,20.78,-163.65,930,74,381,30,21,14,0,35,N,0,Mixed,NA,99,26,58,41,0,0,0,10,10,2,152.2309711,0,0,0,0,0,0,0,0,0,0,11,2003,0,1455
51,AMT314596,4,FV538469,NA,11/13/2003 7:35,7:35:00,11/13/2003 12:30,21.13,-163.85,21.12,-164.4,11/13/2003 16:05,11/14/2003 4:05,11/13/2003,16:05:00,21.14,-164.4,21.15,-163.85,935,77,307,30,21,14,0,35,N,0,Mixed,NA,89,16,56,33,0,0,1,8,10,4,182.4104235,0,0,0,0,0,0,0,0,0,0,11,2003,0,1435
52,AMT314596,5,FV538469,NA,11/14/2003 8:10,8:10:00,11/14/2003 12:45,20.91,-163.6,20.94,-164.12,11/14/2003 15:50,11/15/2003 3:00,11/14/2003,15:50:00,20.93,-164.12,20.84,-163.57,855,77,342,30,21,14,0,35,N,0,Mixed,NA,71,22,43,26,0,0,0,11,14,1,125.7309942,0,0,0,0,0,0,0,0,0,0,11,2003,0,1475
53,AMT314596,6,FV538469,NA,11/15/2003 7:20,7:20:00,11/15/2003 12:00,20.94,-163.61,20.94,-164.15,11/15/2003 15:40,11/16/2003 3:00,11/15/2003,15:40:00,20.93,-164.14,20.92,-163.62,900,77,326,30,21,14,0,35,N,0,Mixed,NA,97,21,55,41,0,0,0,10,11,2,168.7116564,0,0,0,0,0,0,0,0,0,0,11,2003,0,1390
54,AMT314596,7,FV538469,NA,11/16/2003 8:10,8:10:00,11/16/2003 12:40,20.91,-164.24,20.94,-164.74,11/16/2003 16:55,11/17/2003 3:55,11/16/2003,16:55:00,20.96,-164.73,20.9,-164.21,915,79,337,30,21,14,0,35,N,0,Mixed,NA,111,38,60,51,0,0,0,23,25,0,178.041543,0,0,0,0,0,0,0,0,0,0,11,2003,0,1490
55,AMT314596,8,FV538469,NA,11/17/2003 7:40,7:40:00,11/17/2003 12:15,20.99,-164.64,21.06,-165.17,11/17/2003 15:35,11/18/2003 1:30,11/17/2003,15:35:00,21.1,-165.17,21.02,-164.6,795,80,435,30,21,14,0,35,N,0,Mixed,NA,77,21,57,20,0,0,0,10,10,0,131.0344828,0,0,0,0,0,0,0,0,0,0,11,2003,0,1410
56,AMT314596,9,FV538469,NA,11/18/2003 7:10,7:10:00,11/18/2003 11:00,20.67,-164.43,20.73,-164.97,11/18/2003 14:40,11/19/2003 2:35,11/18/2003,14:40:00,20.76,-164.97,20.72,-164.4,935,78,419,30,21,14,0,35,N,0,Mixed,NA,80,19,47,31,0,0,0,4,9,1,112.1718377,0,0,0,0,0,0,0,0,0,0,11,2003,0,1410
57,AMT314596,10,FV538469,NA,11/19/2003 7:55,7:55:00,11/19/2003 12:35,20.28,-164.61,20.29,-165.14,11/19/2003 15:45,11/20/2003 3:45,11/19/2003,15:45:00,20.31,-165.13,20.33,-164.63,910,80,430,30,21,14,0,35,N,0,Mixed,NA,61,24,44,15,0,0,0,7,9,3,102.3255814,0,0,0,0,0,0,0,0,0,0,11,2003,0,1485
58,AMT314596,11,FV538469,NA,11/21/2003 7:45,7:45:00,11/21/2003 12:20,21.87,-166.51,21.78,-167.04,11/21/2003 15:45,11/22/2003 2:05,11/21/2003,15:45:00,21.77,-167.04,21.84,-166.57,825,79,393,30,21,14,0,35,N,0,Mixed,NA,63,26,50,12,0,0,0,16,17,0,127.2264631,0,0,0,0,0,0,0,0,0,0,11,2003,0,2870
59,AMT314596,12,FV538469,NA,11/22/2003 7:15,7:15:00,11/22/2003 12:00,21.99,-166.22,21.88,-166.79,11/22/2003 15:30,11/23/2003 2:50,11/22/2003,15:30:00,21.87,-166.8,22,-166.29,890,81,415,30,21,14,0,35,N,0,Mixed,NA,96,25,60,33,0,0,0,9,11,1,144.5783133,0,0,0,0,0,0,0,0,0,0,11,2003,0,1410
60,AMT314596,13,FV538469,NA,11/23/2003 8:10,8:10:00,11/23/2003 12:50,21.68,-165.91,21.43,-166.38,11/23/2003 15:45,11/24/2003 2:50,11/23/2003,15:45:00,21.45,-166.39,21.69,-165.96,840,79,394,30,21,14,0,35,N,0,Mixed,NA,84,30,49,35,0,0,0,13,16,1,124.3654822,0,0,0,0,0,0,0,0,0,0,11,2003,0,1495
61,AMT314596,14,FV538469,NA,11/24/2003 7:45,7:45:00,11/24/2003 12:30,21.65,-165.44,21.44,-165.96,11/24/2003 15:20,11/25/2003 1:50,11/24/2003,15:20:00,21.45,-165.97,21.67,-165.46,800,77,328,30,21,14,0,35,N,0,Mixed,NA,79,28,55,23,0,0,1,9,12,0,167.6829268,0,0,0,0,0,0,0,0,0,0,11,2003,0,1415
62,AMT314596,15,FV538469,NA,11/25/2003 7:20,7:20:00,11/25/2003 12:00,21.62,-164.83,21.58,-165.36,11/25/2003 15:10,11/26/2003 1:00,11/25/2003,15:10:00,21.6,-165.36,21.67,-164.82,780,76,308,30,21,14,0,35,N,0,Mixed,NA,70,26,55,13,0,0,0,9,9,0,178.5714286,0,0,0,0,0,0,0,0,0,0,11,2003,0,1415
63,AMT314596,16,FV538469,NA,11/26/2003 7:20,7:20:00,11/26/2003 11:50,21.59,-164.06,21.48,-164.55,11/26/2003 14:50,11/26/2003 23:20,11/26/2003,14:50:00,21.48,-164.56,21.55,-164.03,690,76,301,30,21,14,0,35,N,0,Mixed,NA,74,17,58,16,0,0,0,4,4,2,192.6910299,0,0,0,0,0,0,0,0,0,0,11,2003,0,1440
64,AQA673453,1,FV106853,NA,10/19/2003 6:30,6:30:00,10/19/2003 10:42,22.23,-156.32,22.3,-156.75,10/19/2003 15:05,10/20/2003 0:44,10/19/2003,15:05:00,22.29,-156.75,22.22,-156.3,842,63,125,27,25,15,1,41,N,0,Mixed,NA,33,15,28,4,0,0,3,13,13,0,224,0,0,0,0,0,0,0,0,0,0,10,2003,0,NA
